park_id,name,address,district,latitude,longitude
tdc14p4335,Lok Fu Zone B Car Park,"Lok Fu Place, 198 Junction Road, Wang Tau Hom, Kowloon",Wong Tai Sin,22.3371529,114.1875114
tdc14p6641,Lok Wah North Car Park B,"Lok Wah Commercial Centre, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",Kwun Tong,22.3221726,114.2199317
tdc14p6639,Lok Wah South Car Park,"Lok Wah (South) Estate Retail and Car Park, 70 Chun Wah Road, Ngau Tau Kwok, Kwun Tong, Kowloon",Kwun Tong,22.3204728,114.2207439
tdstt77,Lok Wah Street Car Park,"Lok Wah Street, Tsz Wan Shan, Kowloon",Wong Tai Sin,22.3486422,114.2052129
tdc14p4235,Long Ping Car Park B,"Long Ping Commercial Centre, 1 Long Ping Road, Yuen Long, New Territories",Yuen Long,22.450374,114.023061
tdc14p4237,Long Ping Car Park D,"Long Ping Commercial Centre, 1 Long Ping Road, Yuen Long, New Territories",Yuen Long,22.4485013,114.0233111
tdc14p5536,Lower Wong Tai Sin II (Phase 9) Car Park,"Temple Mall South, 103 Ching Tak Street, Wong Tai Sin,  Kowloon",Wong Tai Sin,22.3397331,114.1919022
tdc48p2,Lung Cheung Road Lookout,Lung Cheung Road,Sham Shui Po,22.3430424,114.1712952
tdc14p3204,Lung Hang A Car Park,"Lung Hang Commercial Centre, 1 Tin Sam Street, Tai Wai, Sha Tin, New Territories",Sha Tin,22.3680724,114.1792816
tdc52p1,M+ Car Park,"West Kowloon Cultural District, No.38 Museum Drive, Kowloon, Hong Kong",Yau Tsim Mong,22.301578,114.1596375
tdc63p2,Ma On Shan Swimming Pool,"33 On Chun Street, Ma On Shan, Sha Tin",Sha Tin,22.4268122,114.2287941
tdc14p3216,Mei Lam Car Park,"Mei Lam Commercial Centre, 30 Mei Tin Road, Tai Wai, Sha Tin, New Territories",Sha Tin,22.37805,114.175472
tdstt119,Miu Wo Ngan Shu Street," Ngan Sha Street ,Mui Wo ,Lantau , New Territories",Islands,22.2659517,113.9953729
tdc146p1,Mong Kok Stadium,"37, Flower Market Road, Mong Kok, Kowloon",Yau Tsim Mong,22.3264759,114.1737717
tdc8p3,MTR Hong Kong Station Car Park,"FINANCE STREET, Central & Western District, Hong Kong",Central & Western,22.2859225,114.1575059
tdc8p2,MTR Kowloon Station Car Park,"MTR Kowloon Station, Nga Cheung Road, Yau Ma Tei",Yau Tsim Mong,22.3050137,114.161919
tdc8p12,MTR Maritime Square 2 Car Park,Tsing King Road,Kwai Tsing,22.3599865,114.1076886
tdc8p7,MTR Maritime Square Car Park,"33 TSING KING ROAD, Kwai Tsing District, New Territories",Kwai Tsing,22.3581983,114.1066905
tdc8p11,MTR Ocean Park Station Car Park,"Wong Chuk Hang Road, Southern District, Hong Kong",Southern,22.2487634,114.1744993
tdc8p1,MTR Tsing Yi Station Car Park,"TSING TSUEN ROAD, Kwai Tsing District, New Territories",Kwai Tsing,22.3584153,114.1073312
tdc8p14,MTR Tsuen Wan West Station Car Park,"MTR Tsuen Wan West Station, Tai Ho Road, Tsuen Wan",Tsuen Wan,22.3691947,114.1088743
tdc147p1,Mun Tung Estate Car park,"Mun Tung Estate, Tung Chung",Islands,22.2773601,113.9339203
tdc14p5419,Nam Cheong Place Car Park,"Nam Cheong Place, 19 Sai Chuen Road, Sham Shui Po, Kowloon",Sham Shui Po,22.3289766,114.1532887
tdc76p2,Ngau Chi Wan Park,"No. 71 Fung Shing Street,
Ngau Chi Wan,
Wong Tai Sin, Kowloon",Wong Tai Sin,22.3361969,114.2160339
tdstt4p1,Ngau Pei Sha Street,"Ngau Pei Sha Street, Sha Tin, New Territories",Sha Tin,22.3823284,114.2058283
tdc14p5718,Ning Fung Car Park,"Ning Fung Court Car Park, 99 Lei Muk Road, Kwai Chung,  New Territories",Kwai Tsing,22.372139,114.1383057
tdc67p1,North District Sports Ground,"26 Tin Ping Road, Sheung Shui",North,22.5062122,114.1304703
tdc14p8423,Oi Man Car Park,"Oi Man Plaza, 60 Chung Hau Street, Ho Man Tin, Kowloon",Kowloon City,22.3112762,114.1792853
tdc14p1015,Oi Tung Car Park,"Oi Tung Shopping Centre, 18 Oi Yin Street, Shau Kei Wan, Hong Kong",Eastern,22.280511,114.22719
tdstt11,On Chun Street,"On Chun Street, Ma On Shan, New Territories",Sha Tin,22.4255417,114.2267528
tdc92p1,On Tai Estate Carpark,"G/F., Hang Tai House, On Tai Estate, Kwun Tong",Kwun Tong,22.327028,114.228595
103,One Sky Parc (Wilson Parking),"53 Hung To Road, Kwun Tong, KLN",Kwun Tong District,22.3111392,114.2223215
tdc8p9,Paradise Mall Carpark,"100 SHING TAI ROAD, Eastern District, Hong Kong",Eastern,22.2780009,114.2388966
tdc21p1,Peak Galleria,118 Peak Road,Central & Western,22.2702541,114.1498795
tdc166p1,Phase 1 Carpark of Tin Ching Estate,"Tin Ching Estate (Phase 1 Carpark), Yuen Long, New Territories",Yuen Long,22.4632768,114.0018445
tdc166p2,Phase 2 Carpark of Tin Ching Estate,"Tin Ching Estate (Phase 2 Carpark), Yuen Long, New Territories",Yuen Long,22.4626269,114.0037517
tdstt12,Ping Ha Road,"Ping Ha Road, Ha Tsuen, Yuen Long, New Territories",Yuen Long,22.4459617,113.9963671
tdc14p3443,Ping Tin Phase 2 Car Park,"Ping Tin Shopping Centre, 23 On Tin Street, Lam Tin, Kwun Tong, Kowloon",Kwun Tong,22.3058546,114.237343
tdc14p3444,Ping Tin Phase 4 Car Park,"Ping Tin Shopping Centre, 23 On Tin Street, Lam Tin, Kwun Tong, Kowloon",Kwun Tong,22.3083182,114.2364496
tdc126p1,Ping Yan Carpark,"Ping Yan Court, 65 Ping Ha Street, Tin Shui Wai, N.T.",Yuen Long,22.4459907,114.0042639
tdstt130,Pinnacle Carpark Chui Shin Street,"Chui Shin Street, Area 72, Tseung Kwan O, New Territories",Sai Kung,22.3048414,114.2551389
tdc6p6,Po Heung Estate Car Park,"No.1 Po Heung Street, Tai Po, N.T",Tai Po,22.4468629,114.1652712
tdc76p3,Po Kong Village Road Park,"140 Po Kong Village Road, Diamond Hill, Kowloon",Wong Tai Sin,22.34472,114.2062486
tdc14p5137,Po Lam Car Park,"Po Lam Shopping Centre, 18 Po Lam Road North, Tseung Kwan O, New Territories",Sai Kung,22.326221,114.25467
tdc14p7545,Po Pui Car Park,"Po Pui Court Car Park, Po Pui Street, Kwun Tong,  Kowloon",Kwun Tong,22.3170795,114.2279739
tdc14p6605,Po Tat Car Park A,"Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",Kwun Tong,22.317872,114.236143
tdc14p6606,Po Tat Car Park B and C,"Po Tat Shopping Centre, 2 Po Lam Road, Sau Mau Ping, Kwun Tong, Kowloon",Kwun Tong,22.3166623,114.2377001
tdstt75,Pok Chuen Street Car Park,"Pok Chuen Street, Sha Tin, New Territories",Sha Tin,22.3691967,114.1985827
tdc8p8,Popcorn I Carpark,"9 TONG YIN STREET, Sai Kung District, New Territories",Sai Kung,22.3080187,114.2592228
tdc118p1,Prince of Wales Hospital Hourly Car Park,"2/F Day Treatment Block and Children Wards, 30-32 Ngan Shing Street, Shatin, N.T., Hong Kong",Sha Tin,22.3793387,114.2015131
101,Prosperity Center Car Park,"Prosperity Centre Car Park, 25 Chong Yip Street, Kwun Tong, KLN",Kwun Tong District,22.3141415,114.2195567
tdc50p7,Prosperity Center Car Park,"25 Chong Yip Street, Kwun Tong, Kowloon",Kwun Tong,22.3141415,114.2195567
100,Prosperity Place Car Park,"Prosperity Place Car Park, 6 Shing Yip Street, Kwun Tong, KLN",Kwun Tong District,22.3106079,114.2257385
tdc50p8,Prosperity Place Car Park,"6 Shing Yip Street, Kwun Tong, Kowloon",Kwun Tong,22.3106079,114.2257385
88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong","Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong, KLN",Kwun Tong District,22.292238,114.236683
tdstt59,Pui To Road Car Park,"Pui To Road, Area 10A, Tuen Mun, New Territories",Tuen Mun,22.395068,113.9761461
tdc119,Queen Mary Hospital (Carpark),"102 Pok Fu Lam Road, Hong Kong",Southern,22.2705507,114.1305847
tdcp2,Rumsey Street Car Park,"2 Rumsey Street, Sheung Wan, Hong Kong",Central & Western,22.2874085,114.1532269
tdstt50,Sai Kung Chui Tong Road,"Chui Tong Road, Tui Min Hoi, Sai Kung, New Territories",Sai Kung,22.3787183,114.2683492
tdc10p1,Sai Kung Government Offices Carpark,"Man Nin Street No 24 ,Sai Kung",Sai Kung,22.382026,114.272443
tdstt128,Sai Kung Mei Fuk Street Car Park,Sai Kung Mei Fuk Street,Sai Kung,22.3854433,114.2731013
tdc14p8511,Sam Shing Car Park,"Sam Shing Commercial Centre, 6 Sam Shing Street, Tuen Mun,  New Territories",Tuen Mun,22.380657,113.978527
tdstt15,San On Street,"San On Street, Area 12, Tuen Mun, New Territories",Tuen Mun,22.3934536,113.9703369
tdc14p6603,Sau Mau Ping Phase 1 Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping,  Kwun Tong, Kowloon",Kwun Tong,22.3157139,114.2334137
tdc14p6602,Sau Mau Ping Phase 15 Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",Kwun Tong,22.3179894,114.2347709
tdc14p6604,Sau Mau Ping Phase 3 Car Park,"Sau Mau Ping (III) Estate Retail and Car Park, Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",Kwun Tong,22.3221155,114.2306351
tdc14p6601,Sau Mau Ping Shopping Centre Car Park,"Sau Mau Ping Shopping Centre, 101 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",Kwun Tong,22.320031,114.232278
tdc103p1,Science Park Car Park P1,"3 Science and Technology West Ave, Tai Po",Sha Tin,22.4243412,114.2122498
tdc103p2,Science Park Car Park P2,"10 Science and Technology East Ave, Tai Po",Sha Tin,22.4264858,114.211195
tdc103p3,Science Park Car Park P3,"12 Science Park West Avenue, Tai Po",Tai Po,22.427248,114.2093633
102,Scramble Hill (Wilson Parking),"98 How Ming Street, Kwun Tong, KLN",Kwun Tong District,22.3131996,114.2205472
tdstt115,Sha Ho Road,"Sha Ho Road, Sha Tau Kok",North,22.5461606,114.2204761
tdc14p4259,Sha Kok Car Park 1,"Sha Kok Commercial Centre, 5 Sha Kok Street, Sha Tin,  New Territories",Sha Tin,22.3779682,114.1940087
tdc14p4258,Sha Kok Car Park 2,"Sha Kok Commercial Centre, 5 Sha Kok Street, Sha Tin,  New Territories",Sha Tin,22.3780642,114.193879
tdc70p1,Sha Tin Sports Ground & Yuen Wo Playground Car Park,"18 Yuen Wo Road, Sha Tin, N.T.",Sha Tin,22.3869762,114.1962814
tdcp9,Shau Kei Wan Car Park,"1 Po Man Street, Shau Kei Wan, Hong Kong",Eastern,22.2788069,114.2292956
tdc58p3,Shek Kip Mei Park Tennis Court,"270 Nam Cheong Street, Sham Shui Po",Sham Shui Po,22.3386517,114.1699066
tdstt89,Shek Kok Road,"Shek Kok Road, Area 85, Tseung Kwan O, New Territories",Sai Kung,22.2973118,114.2732165
tdcp12,Sheung Fung Street Car Park,"Sheung Fung Street, Wong Tai Sin, Kowloon",Wong Tai Sin,22.343959,114.197059
tdc69p3,Sheung Shui Swimming Pool,"38 Tin Ping Road, Sheung Shui",North,22.5059681,114.1315842
tdc14p1008,Sheung Tak Car Park A,"Sheung Tak Plaza, 2 Tong Ming Street, Tseung Kwan O, New Territories",Sai Kung,22.3116046,114.2601942
tdc14p1012,Sheung Tak Car Park B,"Sheung Tak Plaza, 2 Tong Ming Street, Tseung Kwan O, New Territories",Sai Kung,22.3106911,114.2576423
tdc14p7737,Shun Lee (Jordan Valley Park) Car Park,"Shun Lee Commercial Centre, 15 Lee On Road, Kwun Tong, Kowloon",Kwun Tong,22.3331615,114.224626
tdc14p7740,Shun Lee (Shopping Centre) Car Park,"Shun Lee Commercial Centre, 15 Lee On Road, Kwun Tong, Kowloon",Kwun Tong,22.33008,114.226715
tdc43p1,Shun Lee Tsuen Park,Shun Lee Tsuen Park,Kwun Tong,22.3291781,114.2250832
tdc14p7742,Shun On Car Park,"Shun On Commercial Centre, 1 Lee On Road, Kwun Tong, Kowloon",Kwun Tong,22.3283433,114.2265195
tdc63p3,Siu Lek Yuen Road Playground,"No. 1 Siu Lek Yuen Road, Sha Tin",Sha Tin,22.3869744,114.2057843
tdc14p1031,Siu Sai Wan Phase 1 Car Park,"Siu Sai Wan Plaza, 10 Siu Sai Wan Road, Siu Sai Wan, Hong Kong",Eastern,22.262853,114.248621
tdc14p1030,Siu Sai Wan Phase 3 Car Park,"Siu Sai Wan Plaza, 10 Siu Sai Wan Road, Siu Sai Wan, Hong Kong",Eastern,22.261,114.251273
tdc39p1,Siu Sai Wan Sports Ground,"8 Fu Hong Street, Siu Sai Wan",Eastern,22.2675098,114.2479075
124,Stadium Carpark,"Kai Tak Sport Park, 38-39 Shing Kai Road, Kowloon, Hong Kong, Kowloon City, KLN",Kowloon City District,22.3221699,114.1980958
tdc14p6401,Stanley Plaza Car Park,"Stanley Plaza, 23 Carmel Road, Stanley, Hong Kong",Southern,22.2201162,114.2092065
tdcp8,Star Ferry Car Park,"9 Edinburgh Place, Central, Hong Kong",Central & Western,22.2827546,114.1604398
78,Stelux House,"Stelux House, 698 Prince Edward Road East, San Po Kong, KLN",Wong Tai Sin District,22.3344812,114.1981709
tdc14p3206,Sun Chui Car Park B,"Sun Chui Shopping Centre, 2 Chui Tin Street, Tai Wai, Sha Tin, New Territories",Sha Tin,22.3701349,114.182174
tdc25p37,Sunshine Plaza,"17 Sung On Street, Hung Hom, Kowloon",Kowloon City,22.3118992,114.1891708
tdc14p3306,T Town North Car Park,"Tin Yuet Estate Car Park, 33 & 39 Tin Wah Road, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.4622971,113.9993793
tdc14p3304,T Town South Car Park,"T Town, 30 & 33 Tin Wah Road, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.4612799,113.9972691
tdc14p3522,Tai Hing - Car Park C,"Tai Hing Commercial Centre, 1 Tai Hing Street, Tuen Mun, New Territories",Tuen Mun,22.401447,113.9701755
tdc14p3521,Tai Hing - Car Park D,"Tai Hing Commercial Centre, 1 Tai Hing Street, Tuen Mun, New Territories",Tuen Mun,22.4038861,113.9712835
tdc14p3520,Tai Hing - Car Park H,"Tai Hing Commercial Centre, 1 Tai Hing Street, Tuen Mun, New Territories",Tuen Mun,22.4025483,113.9707544
tdc9p3,Tai Po Complex Car Park,"No. 8 Heung Sze Wui Street, Tai Po",Tai Po,22.4463482,114.1667175
tdc304p1,Tai Po Mega Mall Multi-Storey Carpark,"No.2, On Pong Road, Tai Po, N.T.",Tai Po,22.4537379,114.1711191
tdc74p14,Tai Po Tung Cheong Street Leisure Building Car Park,"B/F, Tai Po Tung Cheong Street Leisure Building, 25 Tung Cheong Street, Tai Po",Tai Po,22.449688,114.1703021
tdc14p4320,Tai Wo Car Park A,"Tai Wo Plaza, 12 Tai Wo Road, Tai Po, New Territories",Tai Po,22.451409,114.162171
tdc14p4321,Tai Wo Car Park B,"Tai Wo Plaza, 12 Tai Wo Road, Tai Po, New Territories",Tai Po,22.450499,114.16076
tdc14p4327,Tai Yuen Car Park A,"Tai Yuen Commercial Centre, 10 Ting Kok Road, Tai Po, New Territories",Tai Po,22.455049,114.169807
tdc14p4328,Tai Yuen Car Park B,"Tai Yuen Commercial Centre, 10 Ting Kok Road, Tai Po, New Territories",Tai Po,22.454338,114.16771
tdc141p1,Tak Long Estate Carpark A,"Shing Kai Road, Kowloon City, Kowloon",Kowloon City,22.3289298,114.2042938
118,Tak Long Estate Carpark A,"Shing Kai Road, Kowloon City, KLN",Kowloon City District,22.3287996,114.2042971
tdc141p2,Tak Long Estate Carpark B,"Muk Chui Street, Kowloon City, Kowloon",Kowloon City,22.3308722,114.2032878
119,Tak Long Estate Carpark B,"Muk Chui Street, Kowloon City, KLN",Kowloon City District,22.3308936,114.2042488
tdc14p3435,Tak Tin Car Park A,"Tak Tin Plaza, 223 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",Kwun Tong,22.3093861,114.2385937
tdc14p3436,Tak Tin Car Park B,"Tak Tin Plaza, 223 Pik Wan Road, Lam Tin, Kwun Tong, Kowloon",Kwun Tong,22.3065492,114.2385871
tdc25p35,Technology Park,"18 On Lai Street, Shatin, New Territories",Sha Tin,22.3886776,114.2075806
tdc25p36,Technology Plaza,"29-35 Sha Tsui Road, Tsuen Wan, New Territories",Tsuen Wan,22.3742773,114.1090532
30,Telford Plaza D Carpark,"33 Wai Yip Street, Kowloon Bay, KLN",Kwun Tong District,22.322289,114.2120433
31,Telford Plaza I Carpark,"33 Wai Yip Street, Kowloon Bay, KLN",Kwun Tong District,22.322686,114.2135346
32,Telford Plaza II Carpark,"33 Wai Yip Street, Kowloon Bay, KLN",Kwun Tong District,22.3213561,114.2132664
tdc14p5532,Temple Mall North Car Park,"Temple Mall North, 136 Lung Cheung Road, Wong Tai Sin, Kowloon",Wong Tai Sin,22.3423048,114.1906644
tdc14p5534,Temple Mall South Car Park A,"Temple Mall South, 103 Ching Tak Street, Wong Tai Sin, Kowloon",Wong Tai Sin,22.3409775,114.1952925
tdc14p5535,Temple Mall South Car Park B,"Temple Mall South, 103 Ching Tak Street, Wong Tai Sin, Kowloon",Wong Tai Sin,22.341282,114.19403
128,The Burrow (Wilson Parking),"15-17 Ng Fong Street, San Po Kong, KLN",Wong Tai Sin District,22.3381653,114.199945
tdc38p2,The Jockey Club Tuen Mun Butterfly Beach Sports Centre,"No. 11 Wu Shan Road, Tuen Mun, N.T.",Tuen Mun,22.3787017,113.9647093
tdc8p16,The LOHAS,"1 LOHAS PARK ROAD, TSEUNG KWAN O, N.T. HONG KONG",Sai Kung,22.293985,114.270114
tdc168p1,The Twins Carpark Tower I,"12 Concorde Road, Kai Tak, San Po Kong, Kowloon",Kowloon City,22.3326754,114.2008432
tdc14p3309,Tin Chak Car Park,"Tin Chak Shopping Centre, 71, 73, 75 & 77 Tin Shui Road, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.46684,113.997449
tdcp11,Tin Hau Car Park,"Lau Sin Street & Electric Road, Tin Hau",Wan Chai,22.2828822,114.1916651
tdc14p3514,Tin King Car Park,"Tin King Estate Car Park, 10 Tin King Road, Tuen Mun,  New Territories",Tuen Mun,22.4066048,113.9650879
tdc14p4239,Tin Shing Car Park A,"Tin Shing Shopping Centre, 3 Tin Ching Street, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.4484879,114.0031705
tdstt66,Tin Shui Wai No 2 Car Park,"Tin Tan Street, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.459488,113.995628
tdc14p4246,Tin Tsz Car Park,"Tin Tsz Shopping Centre, 9 Tin Hei Street, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.453857,114.008088
tdc14p3303,Tin Wah Car Park,"Tin Wah Estate Retail and Car Park, 21 Tin Tan Street, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.46133,113.996161
tdc14p3311,Tin Yat Car Park,"Tin Yat Estate Retail and Car Park, 76 Tin Shui Road, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.467847,113.999802
